"Division","Game ID","Date","Time","Venue","Home Team","Away Team","Game Status"
"U18 - B2","HLU18290","2022-01-28","20:00","RUSSELL","RUSSELL WARRIORS U18 B2","ORLEANS RUSH U18 B2",""
"U18 - B2","HLU18289","2022-01-28","20:30","BARRETT WEST","LEITRIM HAWKS U18 B4","METCALFE JETS U18 B3",""
"U18 - B1","HLU18B187","2022-01-28","21:30","BARRETT WEST","LEITRIM HAWKS U18 B3","ORLEANS RUSH U18 B3",""
"U11 - A","HLU11A30","2022-01-29","09:00","RUSSELL","RUSSELL WARRIORS U11 A1","METCALFE JETS U11 A1",""
"U13 - B","HLU13B89","2022-01-29","10:00","RUSSELL","RUSSELL WARRIORS U13 B2","METCALFE JETS U13 B1",""
"U9 - A","HLU9A043","2022-01-29","10:30","BARRETT WEST HALF ICE 2","METCALFE JETS U9 A1","ORLEANS RUSH U9 A1",""
"U9 - B","HLU9B099","2022-01-29","10:30","BARRETT WEST HALF ICE 1","METCALFE JETS U9 B2","LEITRIM HAWKS U9 B3",""
"U11 B2 (New For 2022)","HLU11B265","2022-01-29","11:30","BARRETT WEST","LEITRIM HAWKS U11 B2","LEITRIM HAWKS U11 B1",""
"U13 - B","HLU13B86","2022-01-29","12:30","BARRETT WEST","LEITRIM HAWKS U13 B3","LEITRIM HAWKS U13 B1",""
"U13 - B","HLU13B87","2022-01-29","13:30","BARRETT WEST","LEITRIM HAWKS U13 B2","RUSSELL WARRIORS U13 B1",""
"U9 - B","HLU9B100","2022-01-29","14:00","SENECAL HALF ICE 1","ORLEANS RUSH U9 B2","LEITRIM HAWKS U9 B4",""
"U9 - B","HLU9B101","2022-01-29","14:00","SENECAL HALF ICE 2","ORLEANS RUSH U9 B1","RUSSELL WARRIORS U9 B1",""
"U11 - C","HLU11C36","2022-01-29","15:00","SENECAL","ORLEANS RUSH U11 C1","LEITRIM HAWKS U11 C1",""
"U11 B1 (New For 2022)","HLU11B167","2022-01-29","16:00","SENECAL","GLOUCESTER CENTRE COUGARS U11 B2","BLACKBURN STINGERS U11 B1",""
"U11 - A","HLU11A29","2022-01-29","17:00","SENECAL","ORLEANS RUSH U11 A1","LEITRIM HAWKS U11 A1",""
"U13 - B","HLU13B88","2022-01-29","18:00","SENECAL","BLACKBURN STINGERS U13 B1","METCALFE JETS U13 B2",""
"U9 - B","HLU9B105","2022-01-30","09:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 B2","LEITRIM HAWKS U9 B2",""
"U9 - C","HLU9C060","2022-01-30","09:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 C1","LEITRIM HAWKS U9 C2",""
"U9 - A","HLU9A044","2022-01-30","11:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 A1","BLACKURN STINGERS U9 A1",""
"U9 - A","HLU9A045","2022-01-30","11:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 A2","RUSSELL WARRIORS U9 A1",""
"U9 - B","HLU9B102","2022-01-30","12:00","METCALFE HALF ICE 2","METCALFE JETS U9 B1","BLACKBURN STINGERS U9 B1",""
"U9 - C","HLU9C057","2022-01-30","12:00","METCALFE HALF ICE 1","METCALFE JETS U9 C2","METCALFE JETS U9 C1",""
"U15 - B2","HLU15B260","2022-01-30","12:00","POTVIN","GLOUCESTER CENTRE COUGARS U15 B2","ORLEANS RUSH U15 B2",""
"U11 B1 (New For 2022)","HLU11B168","2022-01-30","12:30","BARRETT WEST","LEITRIM HAWKS U11 B3","GLOUCESTER CENTRE COUGARS U11 B1",""
"U15 - B1","HLU15B162","2022-01-30","13:00","POTVIN","GLOUCESTER CENTRE COUGARS U15B1","LEITRIM HAWKS U15 B4",""
"U11 B2 (New For 2022)","HLU11B266","2022-01-30","13:30","BARRETT WEST","LEITRIM HAWKS U11 B2","METCALFE JETS U11 B2",""
"U15 - A","HLU15A58","2022-01-30","14:00","POTVIN","GLOUCESTER CENTRE COUGARS U15A1","LEITRIM HAWKS U15 A2",""
"U13 - B","HLU13B90","2022-01-30","14:30","BARRETT WEST","LEITRIM HAWKS U13 B1","ORLEANS RUSH U13 B2",""
"U9 - C","HLU9C058","2022-01-30","15:00","SENECAL HALF ICE 1","ORLEANS RUSH U9 C1","LEITRIM HAWKS U9 C1",""
"U9 - C","HLU9C059","2022-01-30","15:00","SENECAL HALF ICE 2","BLACKBURN STINGERS 9C1","GLOUCESTER CENTRE COUGARS U9C1",""
"U13 - B","HLU13B91","2022-01-30","15:30","BARRETT WEST","LEITRIM HAWKS U13 B2","LEITRIM HAWKS U13 B3",""
"U9 - B","HLU9B103","2022-01-30","16:00","SENECAL HALF ICE 1","GLOUCESTER CENTRE COUGARS U9 B1","METCALFE JETS U9 B3",""
"U9 - B","HLU9B104","2022-01-30","16:00","SENECAL HALF ICE 2","BLACKBURN STINGERS U9 B2","LEITRIM HAWKS U9 B1",""
"U11 - C","HLU11C37","2022-01-30","16:00","METCALFE","METCALFE JETS U11 C1","BLACKBURN STINGERS U11 C1",""
"U11 B2 (New For 2022)","HLU11B267","2022-01-30","16:30","MANLEY","ORLEANS RUSH U11 B1","LEITRIM HAWKS U11 B1",""
"U13 - B","HLU13B92","2022-01-30","17:00","METCALFE","METCALFE JETS U13 B2","ORLEANS RUSH U13 B1",""
"U11 B1 (New For 2022)","HLU11B169","2022-01-30","17:30","MANLEY","ORLEANS RUSH U11 B2","METCALFE JETS U11 B1",""
"U15 - B1","HLU15B161","2022-01-30","18:00","METCALFE","METCALFE JETS U15 B1","RUSSELL WARRIORS U15 B1",""
"U18 - B2","HLU18291","2022-01-30","18:30","MANLEY","ORLEANS RUSH U18 B2","LEITRIM HAWKS U18 B4",""
"U15 - A","HLU15A59","2022-01-30","19:00","POTVIN","LEITRIM HAWKS U15 A1","BLACKBURN STINGERS U15 A1",""
"U21","HLU21B54","2022-01-30","19:00","RJ KENNEDY","CUMBERLAND GRADS U21 B2","LEITRIM HAWKS U21 B2",""
"U18 - B2","HLU18292","2022-01-30","19:30","MANLEY","GLOUCESTER CENTRE COUGARS U18 B1","METCALFE JETS U18 B2",""
"U21","HLU21B53","2022-01-30","19:30","CLARENCE","CLARENCE CASTORS U21 B1","RUSSELL WARRIORS U21 B1",""
"U15 - B2","HLU15B261","2022-01-30","20:00","POTVIN","LEITRIM HAWKS U15 B3","BLACKBURN STINGERS U15 B2",""
"U18 - A","HLU18A079","2022-01-30","20:30","MANLEY","ORLEANS RUSH U18 A1","LEITRIM HAWKS U18 A1",""
"U18 - B1","HLU18B189","2022-01-31","18:00","ARMSTRONG","LEITRIM HAWKS U18 B1","LEITRIM HAWKS U18 B5",""
"U18 - B1","HLU18B190","2022-01-31","20:00","BLACKBURN","BLACKBURN STINGERS U18 B1","RUSSELL WARRIORS U18 B1",""
"U18 - A","HLU18A080","2022-01-31","21:00","BLACKBURN","BLACKBURN STINGERS U18 A1","GLOUCESTER CENTRE COUGARS U18 A1",""
"U18 - B2","HLU18293","2022-02-02","20:00","BLACKBURN","ORLEANS RUSH U18 B2","METCALFE JETS U18 B2",""
"U18 - B1","HLU18B191","2022-02-02","21:00","BLACKBURN","BLACKBURN STINGERS U18 B1","LEITRIM HAWKS U18 B1",""
"U21","HLU21B55","2022-02-02","21:00","BARRETT WEST","LEITRIM HAWKS U21 B2","GLOUCESTER CENTRE COUGARS U21B",""
"U13 - B","HLU13B93","2022-02-04","18:00","METCALFE","METCALFE JETS U13 B1","BLACKBURN STINGERS U13 B1",""
"U13 - B","HLU13B94","2022-02-04","18:00","RUSSELL","RUSSELL WARRIORS U13 B1","LEITRIM HAWKS U13 B1",""
"U13 - A","HLU13A39","2022-02-04","19:00","METCALFE","METCALFE JETS U13 A1","LEITRIM HAWKS U13 A1",""
"U18 - B1","HLU18B193","2022-02-04","19:00","RUSSELL","RUSSELL WARRIORS U18 B1","METCALFE JETS U18 B1",""
"U18 - A","HLU18A082","2022-02-04","20:00","RUSSELL","RUSSELL WARRIORS U18 A1","LEITRIM HAWKS U18 A1",""
"U18 - B1","HLU18B192","2022-02-04","20:00","SENECAL","ORLEANS RUSH U18 B1","ORLEANS RUSH U18 B3",""
"U18 - A","HLU18A081","2022-02-04","21:00","SENECAL","ORLEANS RUSH U18 A1","LEITRIM HAWKS U18 A2",""
"U9 - B","HLU9B106","2022-02-05","08:00","POTVIN HALF ICE 1","ORLEANS RUSH U9 B1","ORLEANS RUSH U9 B2",""
"U9 - B","HLU9B107","2022-02-05","08:00","POTVIN HALF ICE 2","BLACKBURN STINGERS U9 B1","GLOUCESTER CENTRE COUGARS U9 B1",""
"U9 - A","HLU9A047","2022-02-05","09:00","POTVIN HALF ICE 1","LEITRIM HAWKS U9 A2","BLACKURN STINGERS U9 A1",""
"U9 - B","HLU9B108","2022-02-05","09:00","POTVIN HALF ICE 2","BLACKBURN STINGERS U9 B2","LEITRIM HAWKS U9 B4",""
"U11 - C","HLU11C38","2022-02-05","09:00","RUSSELL","RUSSELL WARRIORS U11 C1","METCALFE JETS U11 C1",""
"U11 - A","HLU11A32","2022-02-05","10:00","RUSSELL","RUSSELL WARRIORS U11 A1","LEITRIM HAWKS U11 A1",""
"U11 B1 (New For 2022)","HLU11B170","2022-02-05","10:00","POTVIN","GLOUCESTER CENTRE COUGARS U11 B1","BLACKBURN STINGERS U11 B1",""
"U13 - C","HLU13C46","2022-02-05","11:00","RUSSELL","RUSSELL WARRIORS U13 C1","METCALFE JETS U13 C1",""
"U11 B1 (New For 2022)","HLU11B171","2022-02-05","11:00","POTVIN","GLOUCESTER CENTRE COUGARS U11 B2","ORLEANS RUSH U11 B2",""
"U9 - A","HLU9A046","2022-02-05","12:00","METCALFE HALF ICE 2","METCALFE JETS U9 A1","LEITRIM HAWKS U9 A1",""
"U9 - C","HLU9C061","2022-02-05","12:00","METCALFE HALF ICE 1","METCALFE JETS U9 C2","LEITRIM HAWKS U9 C2",""
"U15 - B1","HLU15B165","2022-02-05","12:00","RUSSELL","RUSSELL WARRIORS U15 B1","LEITRIM HAWKS U15 B4",""
"U11 - A","HLU11A31","2022-02-05","13:00","METCALFE","METCALFE JETS U11 A1","ORLEANS RUSH U11 A1",""
"U9 - C","HLU9C062","2022-02-05","14:00","SENECAL HALF ICE 1","ORLEANS RUSH U9 C1","GLOUCESTER CENTRE COUGARS U9C1",""
"U9 - C","HLU9C063","2022-02-05","14:00","SENECAL HALF ICE 2","BLACKBURN STINGERS 9C1","METCALFE JETS U9 C1",""
"U15 - B2","HLU15B262","2022-02-05","14:00","METCALFE","METCALFE JETS U15 B2","ORLEANS RUSH U15 B2",""
"U15 - B1","HLU15B163","2022-02-05","15:00","METCALFE","BLACKBURN STINGERS U15 B1","METCALFE JETS U15 B1",""
"U15 - A","HLU15A60","2022-02-05","16:00","METCALFE","METCALFE JETS U15 A1","GLOUCESTER CENTRE COUGARS U15A1",""
"U13 - C","HLU13C45","2022-02-05","17:30","EMBRUN","EMBRUN PANTHERS U13 C1","LEITRIM HAWKS U13 C1",""
"U15 - B1","HLU15B164","2022-02-05","18:00","SENECAL","ORLEANS RUSH U15 B1","LEITRIM HAWKS U15 B1",""
"U18 - B2","HLU18294","2022-02-05","19:00","SENECAL","BLACKBURN STINGERS U18 B2","GLOUCESTER CENTRE COUGARS U18 B1",""
"U18 - B1","HLU18B194","2022-02-05","20:00","SENECAL","ORLEANS RUSH U18 B3","ORLEANS RUSH U18 B1",""
"U18 - A","HLU18A083","2022-02-05","21:00","SENECAL","ORLEANS RUSH U18 A1","GLOUCESTER CENTRE COUGARS U18 A1",""
"U9 - B","HLU9B112","2022-02-06","09:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 B1","METCALFE JETS U9 B2",""
"U9 - C","HLU9C064","2022-02-06","09:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 C1","LEITRIM HAWKS U9 C1",""
"U9 - A","HLU9A048","2022-02-06","10:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 A1","ORLEANS RUSH U9 A1",""
"U9 - B","HLU9B111","2022-02-06","10:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 B2","LEITRIM HAWKS U9 B3",""
"U11 - C","HLU11C39","2022-02-06","11:00","BLACKBURN","BLACKBURN STINGERS U11 C1","ORLEANS RUSH U11 C1",""
"U9 - B","HLU9B109","2022-02-06","12:00","METCALFE HALF ICE 1","METCALFE JETS U9 B1","LEITRIM HAWKS U9 B2",""
"U9 - B","HLU9B110","2022-02-06","12:00","METCALFE HALF ICE 2","METCALFE JETS U9 B3","LEITRIM HAWKS U9 B1",""
"U13 - B","HLU13B96","2022-02-06","12:00","POTVIN","GLOUCESTER CENTRE COUGARS U13B1","RUSSELL WARRIORS U13 B2",""
"U13 - C","HLU13C47","2022-02-06","12:00","BLACKBURN","BLACKBURN STINGERS U13 C1","ORLEANS RUSH U13 C1",""
"U15 - B2","HLU15B263","2022-02-06","13:00","POTVIN","LEITRIM HAWKS U15 B2","BLACKBURN STINGERS U15 B2",""
"U15 - B2","HLU15B264","2022-02-06","14:00","POTVIN","GLOUCESTER CENTRE COUGARS U15 B2","ORLEANS RUSH U15 B3",""
"U11 B1 (New For 2022)","HLU11B172","2022-02-06","15:00","METCALFE","METCALFE JETS U11 B1","LEITRIM HAWKS U11 B3",""
"U11 B2 (New For 2022)","HLU11B268","2022-02-06","16:00","FRIEL1","ORLEANS RUSH U11 B1","METCALFE JETS U11 B2",""
"U13 - B","HLU13B95","2022-02-06","17:00","FRIEL1","ORLEANS RUSH U13 B1","METCALFE JETS U13 B2",""
"U13 - A","HLU13A40","2022-02-06","18:00","FRIEL1","ORLEANS RUSH U13 A1","LEITRIM HAWKS U13 A2",""
"U21","HLU21B56","2022-02-06","19:00","RJ KENNEDY","CUMBERLAND GRADS U21 B1","GLOUCESTER CENTRE COUGARS U21B",""
"U15 - A","HLU15A61","2022-02-07","19:00","BLACKBURN","ORLEANS RUSH U15 A1","LEITRIM HAWKS U15 A2",""
"U15 - A","HLU15A62","2022-02-07","20:00","BLACKBURN","BLACKBURN STINGERS U15 A1","LEITRIM HAWKS U15 A1",""
"U18 - A","HLU18A084","2022-02-07","21:00","BLACKBURN","BLACKBURN STINGERS U18 A1","LEITRIM HAWKS U18 A2",""
"U18 - B2","HLU18295","2022-02-08","20:00","METCALFE","METCALFE JETS U18 B2","METCALFE JETS U18 B3",""
"U21","HLU21B57","2022-02-08","20:30","RUSSELL","RUSSELL WARRIORS U21 B1","CUMBERLAND GRADS U21 B1",""
"U18 - A","HLU18A085","2022-02-08","21:00","METCALFE","METCALFE JETS U18 A1","GLOUCESTER CENTRE COUGARS U18 A1",""
"U15 - B2","HLU15B265","2022-02-09","19:00","BARRETT WEST","LEITRIM HAWKS U15 B3","LEITRIM HAWKS U15 B2",""
"U15 - A","HLU15A63","2022-02-09","20:00","BARRETT WEST","LEITRIM HAWKS U15 A1","ORLEANS RUSH U15 A1",""
"U21","HLU21B59","2022-02-09","21:00","BARRETT WEST","LEITRIM HAWKS U21 B2","CUMBERLAND GRADS U21 B2",""
"U21","HLU21B58","2022-02-09","21:30","ARMSTRONG","GLOUCESTER CENTRE COUGARS U21B","LEITRIM HAWKS U21 B1",""
"U21","HLU21B60","2022-02-10","20:30","METCALFE","METCALFE JETS U21 B1","CLARENCE CASTORS U21 B1",""
"U13 - C","HLU13C48","2022-02-11","18:00","RUSSELL","RUSSELL WARRIORS U13 C1","BLACKBURN STINGERS U13 C1",""
"U15 - B1","HLU15B166","2022-02-11","18:00","METCALFE","METCALFE JETS U15 B1","LEITRIM HAWKS U15 B4",""
"U15 - A","HLU15A64","2022-02-11","19:00","METCALFE","METCALFE JETS U15 A1","ORLEANS RUSH U15 A1",""
"U15 - B1","HLU15B167","2022-02-11","19:00","POTVIN","GLOUCESTER CENTRE COUGARS U15B1","ORLEANS RUSH U15 B1",""
"U18 - B2","HLU18296","2022-02-11","19:00","RUSSELL","RUSSELL WARRIORS U18 B2","METCALFE JETS U18 B3",""
"U15 - B2","HLU15B266","2022-02-11","20:00","POTVIN","GLOUCESTER CENTRE COUGARS U15 B2","METCALFE JETS U15 B2",""
"U18 - A","HLU18A087","2022-02-11","20:00","RUSSELL","RUSSELL WARRIORS U18 A1","GLOUCESTER CENTRE COUGARS U18 A1",""
"U18 - B1","HLU18B195","2022-02-11","20:30","BARRETT WEST","LEITRIM HAWKS U18 B3","LEITRIM HAWKS U18 B5",""
"U15 - A","HLU15A65","2022-02-11","21:00","POTVIN","BLACKBURN STINGERS U15 A1","GLOUCESTER CENTRE COUGARS U15A1",""
"U18 - A","HLU18A086","2022-02-11","21:30","BARRETT WEST","LEITRIM HAWKS U18 A1","ORLEANS RUSH U18 A1",""
"U9 - C","HLU9C067","2022-02-12","08:00","POTVIN HALF ICE 1","GLOUCESTER CENTRE COUGARS U9C1","LEITRIM HAWKS U9 C1",""
"U9 - C","HLU9C068","2022-02-12","08:00","POTVIN HALF ICE 2","ORLEANS RUSH U9 C1","RUSSELL WARRIORS U9 C1",""
"U9 - A","HLU9A049","2022-02-12","09:00","POTVIN HALF ICE 1","BLACKURN STINGERS U9 A1","RUSSELL WARRIORS U9 A1",""
"U9 - B","HLU9B115","2022-02-12","09:00","POTVIN HALF ICE 2","GLOUCESTER CENTRE COUGARS U9 B1","BLACKBURN STINGERS U9 B2",""
"U11 - C","HLU11C41","2022-02-12","09:00","RUSSELL","RUSSELL WARRIORS U11 C1","LEITRIM HAWKS U11 C1",""
"U13 - B","HLU13B99","2022-02-12","10:00","RUSSELL","RUSSELL WARRIORS U13 B1","METCALFE JETS U13 B1",""
"U9 - B","HLU9B113","2022-02-12","10:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 B2","ORLEANS RUSH U9 B1",""
"U9 - C","HLU9C065","2022-02-12","10:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 C2","BLACKBURN STINGERS 9C1",""
"U13 - A","HLU13A42","2022-02-12","11:00","BLACKBURN","BLACKBURN STINGERS U13 A1","METCALFE JETS U13 A1",""
"U13 - B","HLU13B100","2022-02-12","11:00","RUSSELL","RUSSELL WARRIORS U13 B2","GLOUCESTER CENTRE COUGARS U13B2",""
"U11 B2 (New For 2022)","HLU11B269","2022-02-12","11:30","BARRETT WEST","LEITRIM HAWKS U11 B1","ORLEANS RUSH U11 B1",""
"U9 - B","HLU9B114","2022-02-12","12:00","METCALFE HALF ICE 2","METCALFE JETS U9 B3","METCALFE JETS U9 B1",""
"U9 - C","HLU9C066","2022-02-12","12:00","METCALFE HALF ICE 1","METCALFE JETS U9 C1","METCALFE JETS U9 C2",""
"U15 - A","HLU15A67","2022-02-12","12:00","RUSSELL","RUSSELL WARRIORS U15 A1","LEITRIM HAWKS U15 A2",""
"U15 - B2","HLU15B269","2022-02-12","12:00","BLACKBURN","LEITRIM HAWKS U15 B2","ORLEANS RUSH U15 B3",""
"U11 B1 (New For 2022)","HLU11B173","2022-02-12","12:30","BARRETT WEST","LEITRIM HAWKS U11 B3","METCALFE JETS U11 B1",""
"U11 - A","HLU11A34","2022-02-12","13:00","METCALFE","METCALFE JETS U11 A1","RUSSELL WARRIORS U11 A1",""
"U11 - A","HLU11A33","2022-02-12","13:30","BARRETT WEST","LEITRIM HAWKS U11 A1","ORLEANS RUSH U11 A1",""
"U11 - C","HLU11C40","2022-02-12","14:00","SENECAL","ORLEANS RUSH U11 C1","BLACKBURN STINGERS U11 C1",""
"U13 - C","HLU13C50","2022-02-12","14:00","METCALFE","METCALFE JETS U13 C1","RUSSELL WARRIORS U13 C1",""
"U15 - B2","HLU15B267","2022-02-12","14:00","ARMSTRONG","LEITRIM HAWKS U15 B3","GLOUCESTER CENTRE COUGARS U15 B2",""
"U13 - B","HLU13B98","2022-02-12","15:00","METCALFE","METCALFE JETS U13 B2","GLOUCESTER CENTRE COUGARS U13B1",""
"U15 - B1","HLU15B168","2022-02-12","15:00","ARMSTRONG","BLACKBURN STINGERS U15 B1","RUSSELL WARRIORS U15 B1",""
"U11 B1 (New For 2022)","HLU11B174","2022-02-12","15:00","SENECAL","ORLEANS RUSH U11 B2","GLOUCESTER CENTRE COUGARS U11 B2",""
"U15 - A","HLU15A66","2022-02-12","16:00","METCALFE","LEITRIM HAWKS U15 A1","METCALFE JETS U15 A1",""
"U15 - B2","HLU15B268","2022-02-12","16:00","ARMSTRONG","BLACKBURN STINGERS U15 B2","ORLEANS RUSH U15 B2",""
"U11 B2 (New For 2022)","HLU11B270","2022-02-12","16:00","SENECAL","ORLEANS RUSH U11 B1","LEITRIM HAWKS U11 B2",""
"U13 - C","HLU13C49","2022-02-12","17:00","BARRETT EAST","LEITRIM HAWKS U13 C1","EMBRUN PANTHERS U13 C1",""
"U15 - B1","HLU15B169","2022-02-12","17:00","ARMSTRONG","LEITRIM HAWKS U15 B4","GLOUCESTER CENTRE COUGARS U15B1",""
"U13 - B","HLU13B97","2022-02-12","18:00","BARRETT EAST","LEITRIM HAWKS U13 B3","BLACKBURN STINGERS U13 B1",""
"U13 - A","HLU13A41","2022-02-12","19:00","BARRETT EAST","LEITRIM HAWKS U13 A2","LEITRIM HAWKS U13 A1",""
"U18 - B1","HLU18B196","2022-02-12","19:00","ARMSTRONG","LEITRIM HAWKS U18 B3","ORLEANS RUSH U18 B1",""
"U18 - B1","HLU18B197","2022-02-12","20:00","ARMSTRONG","LEITRIM HAWKS U18 B5","RUSSELL WARRIORS U18 B1",""
"U18 - B1","HLU18B198","2022-02-12","21:00","ARMSTRONG","LEITRIM HAWKS U18 B1","METCALFE JETS U18 B1",""
"U9 - B","HLU9B118","2022-02-13","09:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 B2","METCALFE JETS U9 B2",""
"U9 - B","HLU9B119","2022-02-13","09:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 B1","LEITRIM HAWKS U9 B1",""
"U15 - A","HLU15A68","2022-02-13","10:00","RUSSELL","RUSSELL WARRIORS U15 A1","LEITRIM HAWKS U15 A1",""
"U11 B1 (New For 2022)","HLU11B175","2022-02-13","11:00","BLACKBURN","BLACKBURN STINGERS U11 B1","GLOUCESTER CENTRE COUGARS U11 B1",""
"U9 - B","HLU9B116","2022-02-13","11:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 B4","ORLEANS RUSH U9 B2",""
"U9 - B","HLU9B117","2022-02-13","11:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 B3","BLACKBURN STINGERS U9 B1",""
"U13 - C","HLU13C51","2022-02-13","12:00","BLACKBURN","ORLEANS RUSH U13 C1","LEITRIM HAWKS U13 C1",""
"U9 - A","HLU9A050","2022-02-13","12:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 A1","ORLEANS RUSH U9 A1",""
"U9 - A","HLU9A051","2022-02-13","12:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 A2","METCALFE JETS U9 A1",""
"U13 - C","HLU13C52","2022-02-13","15:00","EMBRUN","EMBRUN PANTHERS U13 C1","BLACKBURN STINGERS U13 C1",""
"U13 - B","HLU13B101","2022-02-13","16:30","MANLEY","ORLEANS RUSH U13 B1","LEITRIM HAWKS U13 B1",""
"U13 - B","HLU13B102","2022-02-13","17:30","MANLEY","ORLEANS RUSH U13 B2","LEITRIM HAWKS U13 B2",""
"U15 - B1","HLU15B170","2022-02-13","18:00","METCALFE","METCALFE JETS U15 B1","ORLEANS RUSH U15 B1",""
"U18 - B2","HLU18297","2022-02-13","18:30","MANLEY","GLOUCESTER CENTRE COUGARS U18 B1","RUSSELL WARRIORS U18 B2",""
"U21","HLU21B61","2022-02-13","18:30","CLARENCE","CLARENCE CASTORS U21 B1","CUMBERLAND GRADS U21 B1",""
"U15 - B2","HLU15B270","2022-02-13","19:00","METCALFE","METCALFE JETS U15 B2","BLACKBURN STINGERS U15 B2",""
"U18 - B2","HLU18298","2022-02-13","20:00","METCALFE","METCALFE JETS U18 B3","LEITRIM HAWKS U18 B2",""
"U18 - A","HLU18A088","2022-02-13","21:00","METCALFE","METCALFE JETS U18 A1","BLACKBURN STINGERS U18 A1",""
"U15 - A","HLU15A69","2022-02-14","19:00","BLACKBURN","BLACKBURN STINGERS U15 A1","ORLEANS RUSH U15 A1",""
"U15 - B2","HLU15B271","2022-02-14","21:00","BLACKBURN","ORLEANS RUSH U15 B2","ORLEANS RUSH U15 B3",""
"U21","HLU21B62","2022-02-14","21:00","BARRETT WEST","LEITRIM HAWKS U21 B2","METCALFE JETS U21 B1",""
"U18 - B2","HLU18299","2022-02-15","20:00","METCALFE","METCALFE JETS U18 B3","ORLEANS RUSH U18 B2",""
"U18 - A","HLU18A089","2022-02-15","21:00","METCALFE","METCALFE JETS U18 A1","RUSSELL WARRIORS U18 A1",""
"U18 - B2","HLU18300","2022-02-16","18:30","BARRETT WEST","LEITRIM HAWKS U18 B4","LEITRIM HAWKS U18 B2",""
"U18 - B1","HLU18B199","2022-02-16","19:30","BARRETT WEST","LEITRIM HAWKS U18 B5","LEITRIM HAWKS U18 B1",""
"U15 - A","HLU15A70","2022-02-16","20:00","BLACKBURN","ORLEANS RUSH U15 A1","RUSSELL WARRIORS U15 A1",""
"U18 - B1","HLU18B200","2022-02-16","20:30","BARRETT WEST","LEITRIM HAWKS U18 B3","RUSSELL WARRIORS U18 B1",""
"U18 - A","HLU18A090","2022-02-16","21:30","BARRETT WEST","LEITRIM HAWKS U18 A2","ORLEANS RUSH U18 A1",""
"U18 - B1","HLU18B201","2022-02-17","18:00","RUSSELL","RUSSELL WARRIORS U18 B1","LEITRIM HAWKS U18 B5",""
"U18 - B2","HLU18301","2022-02-17","19:00","RUSSELL","RUSSELL WARRIORS U18 B2","GLOUCESTER CENTRE COUGARS U18 B1",""
"U18 - A","HLU18A091","2022-02-17","20:00","RUSSELL","RUSSELL WARRIORS U18 A1","BLACKBURN STINGERS U18 A1",""
"U21","HLU21B63","2022-02-17","20:30","METCALFE","METCALFE JETS U21 B1","RUSSELL WARRIORS U21 B1",""
"U15 - B2","HLU15B272","2022-02-18","18:00","POTVIN","GLOUCESTER CENTRE COUGARS U15 B2","LEITRIM HAWKS U15 B2",""
"U15 - B1","HLU15B171","2022-02-18","19:00","POTVIN","GLOUCESTER CENTRE COUGARS U15B1","BLACKBURN STINGERS U15 B1",""
"U15 - A","HLU15A71","2022-02-18","20:00","POTVIN","BLACKBURN STINGERS U15 A1","RUSSELL WARRIORS U15 A1",""
"U18 - A","HLU18A092","2022-02-18","21:00","POTVIN","GLOUCESTER CENTRE COUGARS U18 A1","LEITRIM HAWKS U18 A1",""
"U9 - B","HLU9B120","2022-02-19","08:00","POTVIN HALF ICE 1","ORLEANS RUSH U9 B1","LEITRIM HAWKS U9 B1",""
"U9 - B","HLU9B122","2022-02-19","08:00","POTVIN HALF ICE 2","BLACKBURN STINGERS U9 B2","LEITRIM HAWKS U9 B3",""
"U9 - B","HLU9B121","2022-02-19","09:00","POTVIN HALF ICE 1","GLOUCESTER CENTRE COUGARS U9 B1","LEITRIM HAWKS U9 B2",""
"U9 - B","HLU9B123","2022-02-19","09:00","POTVIN HALF ICE 2","BLACKBURN STINGERS U9 B1","RUSSELL WARRIORS U9 B2",""
"U13 - C","HLU13C54","2022-02-19","10:00","RUSSELL","RUSSELL WARRIORS U13 C1","EMBRUN PANTHERS U13 C1",""
"U9 - C","HLU9C069","2022-02-19","10:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 C2","GLOUCESTER CENTRE COUGARS U9C1",""
"U9 - C","HLU9C070","2022-02-19","10:30","BARRETT WEST HALF ICE 2","METCALFE JETS U9 C1","RUSSELL WARRIORS U9 C1",""
